fraud_label,account_balance,transaction_frequency_sent,transaction_frequency_received,unique_contacts_sent,unique_contacts_received,min_transaction_sent,max_transaction_sent,avg_transaction_sent,min_transaction_received,avg_transaction_received,total_sent,total_received,contract_interaction,contract_creation,transaction_count,max_transaction_received
0,-1.622766947,13243.1,38530.77,6,5,0.0,1.716638,0.421015,0.0,0.270796,3.789138127,2.16637118,0.0,0,,
0,50.00667943,5815.7,845.41,30,1,5.0508510000000015,13.321637,6.696126,0.20001,0.24501,200.883777,250.89045640000003,0.0,0,,
0,-3.670073533,1905.13,728.9,8,4,0.0,74.0,0.647486,0.5,12.769696,80.28824888,76.61817535,0.0,0,,
0,0.001907957,24.63,3319.39,1,3,0.038953,10.80458,5.281031,0.04,5.281667,15.84309204,15.845,0.0,0,,
0,0.0048509999999999,59.56,24076.63,2,2,0.00074,0.668866,0.21567,0.001,0.173506,0.86268094,0.86753194,0.0,0,,
0,0.000441,0.0,0.0,1,1,11.999559,11.999559,11.999559,12.0,12.0,11.999559,12.0,0.0,0,,
0,-19.90586873,56814.86,62086.18,3,2,4.952493,19.953375,13.301956,0.0,10.0,39.90586873,20.0,0.0,0,,
0,0.001886545,2.23,0.0,4,2,0.001078,1501.447643,500.249528,103.561873,1000.5,2000.998113,2001.0,0.0,0,,
0,0.012708609,52.48,287.13,1,13,1.761261,6.328314,2.375185,1.761724,2.036327,57.00443406,57.01714267,0.0,0,,
0,-17.96892874,1466.39,44699.56,2,5,0.0,49.999365,15.753561,0.0,10.936062,94.52136494,76.5524362,0.0,0,,
0,0.004221,25905.07,1129.25,2,1,0.002079,27.516406,11.41756,0.099,13.701916,68.50535928,68.50958028,0.0,0,,
0,-14.6304328,3834.85,2945.2,63,18,0.0,52.0,3.5717830000000004,0.0,7.878402,432.1857424,417.5553096,0.0,0,,
0,0.025560232,3880.52,1645.59,12,5,0.0,8.0,2.350007,0.99,4.114642,49.35013842,49.37569865,0.0,0,,
0,-50.42288815,21466.84,20051.27,11,5,0.0,19.0,4.835781,0.0,6.755565,111.2229715,60.80008333,0.0,0,,
0,-0.367999256,1904.23,4621.92,11,9,0.0,7.0,1.118571,0.01,1.9476830000000005,17.89714367,17.52914441,0.0,0,,
0,-14.37230628,248.61,17068.13,72,9,0.0,500.0,1.206055,0.0,72.622476,1394.199349,1379.827042,0.0,0,,
0,-79.63904036,10154.24,5026.86,41,10,0.0,48.0,3.933071,0.0,10.501527,342.1772031000001,262.5381628,0.0,0,,
0,0.31,674.61,221.0,10,2,0.0,250.0,15.825,0.01,63.3775,253.2,253.51,0.0,0,,
0,-1633.635915,3517.86,7188.55,22,11,0.0,1060.0,100.90074,0.0,110.350012,4944.136269,3310.500353,0.0,0,,
0,0.00252,20.41,0.0,4,1,0.2,69.15464200000001,20.199496,101.0,101.0,100.99748,101.0,0.0,0,,
0,46.27232361,0.0,8831.65,0,5,0.0,0.0,0.0,0.0,1.402192,0.0,46.27232361,0.0,1,,
0,0.35855313,244.78,169.09,4,3,0.0,0.3,0.010066,0.009559,0.121569,0.614,0.97255313,0.0,0,,
0,0.0022,0.0,0.0,1,1,0.447277,0.447277,0.447277,0.4494770000000001,0.4494770000000001,0.44727692,0.44947692,0.0,0,,
0,0.00062,0.0,0.0,1,1,0.8669899999999999,0.8669899999999999,0.8669899999999999,0.86761,0.86761,0.8669901309999999,0.867610131,0.0,0,,
0,-0.380176274,408.32,170321.78,2,2,0.041,0.4,0.280059,0.0,0.23,0.8401762740000001,0.46,0.0,0,,
0,-18.67313494,5801.32,3041.25,24,10,0.0,100.0,8.995439,0.060587,18.64848,764.6123200000002,745.9391851,0.0,0,,
0,0.001414909,3.6,0.0,3,2,8.511289999999999,1516.455268,666.999528,437.787303,1000.5,2000.998585,2001.0,0.0,0,,
0,0.00325311,0.0,0.0,1,1,0.996747,0.996747,0.996747,1.0,1.0,0.99674689,1.0,0.0,0,,
0,0.011052491,13.67,40512.33,3,5,0.009515,69.994563,12.28679,0.01,12.28744,208.8754299,208.8864824,0.0,0,,
0,-0.00776788,193.0,0.0,2,1,0.0,0.389496,0.099442,0.39,0.39,0.39776788,0.39,0.0,0,,
0,0.029906,20981.23,121771.36,6,3,0.0,20.133179,2.833016,0.02,10.397695,31.16317907,31.19308507,0.0,0,,
0,-358.9803421000001,129.61,26178.65,2,5,10.0,359.0,240.576616,0.0,32.977228000000004,721.7298479,362.7495057,0.0,0,,
0,0.00126,0.0,0.0,1,1,0.7316159999999999,0.7316159999999999,0.7316159999999999,0.732876,0.732876,0.7316159999999999,0.732876,0.0,0,,
0,0.001414909,5.88,0.42,3,2,0.6064,1478.589443,666.999528,560.184406,1000.5,2000.998585,2001.0,0.0,0,,
0,0.0015539999999999,21.65,0.0,3,1,1.093799,72.122019,33.666149,101.0,101.0,100.998446,101.0,0.0,0,,
0,0.28,31239.32,984.92,4,2,0.0,2.0,0.34,1.0,1.5,2.72,3.0,0.0,0,,
0,-5.121116224,997.32,84555.41,3,3,2.2,2.983505,2.591529,0.0,1.31125,10.36611622,5.245,0.0,0,,
0,0.027399237,9.02,12.37,52,8,0.0,44.770872,1.990643,0.0,3.4551580000000004,117.44796370000002,117.475363,0.0,0,,
0,0.001414909,3.62,0.0,3,2,2.000775,1948.785673,666.999528,437.511331,1000.5,2000.998585,2001.0,0.0,0,,
0,0.0015539999999999,15.48,0.0,3,1,9.999496,64.618386,33.666149,101.0,101.0,100.998446,101.0,0.0,0,,
0,-2.065204501,63819.21,336.67,5,2,1e-05,1.5,0.458381,0.006845,0.800922,3.667049401,1.6018449,0.0,0,,
0,0.000984218,161.67,0.04,2,2,2.4845,98.514516,50.499508,24.612212,50.5,100.9990158,101.0,0.0,0,,
0,0.001886545,5.05,0.0,3,2,1.0,1423.0022720000004,500.249528,497.549392,1000.5,2000.998113,2001.0,0.0,0,,
0,0.000984218,157.32,0.0,2,1,1.041843,99.957172,50.499508,101.0,101.0,100.9990158,101.0,0.0,0,,
0,0.001008,36.98,0.0,2,1,10.673034,19.325958,14.999496,30.0,30.0,29.998992,30.0,0.0,0,,
0,0.001414909,3.21,0.38,3,2,0.100592,1366.387436,666.999528,908.853504,1000.5,2000.998585,2001.0,0.0,0,,
0,0.001506437,108.58,0.82,3,2,4.0,66.74956999999999,33.666165,46.981604,50.5,100.9984936,101.0,0.0,0,,
0,93.10979582,0.0,2336.51,0,3,0.0,0.0,0.0,0.0,0.9501,0.0,93.10979582,0.0,1,,
0,0.104811001,26.4,620.61,2,5,24.49958,8557.988572,418.874903,0.261456,314.639235,68276.60921000001,68276.71402,0.0,0,,
0,12.62458564,3500.97,14465.72,4,1,0.27,6.0,2.128333,0.01,0.46172,12.77,25.39458564,0.0,0,,
0,-23.1113442,2809.83,3186.72,32,12,0.0,222.627319,9.990969,0.0,8.303953,579.4761972,556.364853,0.0,0,,
0,-1.99296836,19121.43,11.04,9,1,0.002749,1.999359,0.677948,0.8971,3.74915,9.49126836,7.4983,0.0,0,,
0,0.335129226,1396.24,1470.58,132,8,0.0005,6.6,0.8604860000000001,0.009918,0.316584,183.2834952,183.6186244,0.0,0,,
0,0.00137294,30200.21,109066.9,5,4,0.001619,20.893115,3.611791,0.01129,5.418029,21.67074448,21.67211742,0.0,0,,
0,146.2768721,0.0,1426.21,0,5,0.0,0.0,0.0,0.0,0.91998,0.0,146.2768721,0.0,1,,
0,0.00062,0.0,0.0,1,1,2.74938,2.74938,2.74938,2.75,2.75,2.74938,2.75,0.0,0,,
0,0.001523001,24.47,0.0,3,2,2.0,75.450249,33.666159,29.231127,50.5,100.998477,101.0,0.0,0,,
0,0.101450356,1449.95,556.53,3,4,0.0,6.102257,1.597554,0.002178,0.696882,305.132883,305.2343334,0.0,0,,
0,0.015961896,5.13,3733.57,34,1,0.102815,1.000504,0.384883,0.103256,0.385352,13.086019699999998,13.10198159,0.0,0,,
0,17.40140661,0.0,27224.25,0,5,0.0,0.0,0.0,0.452055,1.33857,0.0,17.40140661,0.0,1,,
0,0.001512,24.86,0.23,3,2,5.836762,53.027954,33.666163,39.560242,50.5,100.998488,101.0,0.0,0,,
0,0.0015539999999999,20.87,0.0,3,1,1.202016,97.337759,33.666149,101.0,101.0,100.998446,101.0,0.0,0,,
0,0.01339322,6.0,37680.11,1,4,0.129412,58.75575300000001,11.24715,0.11,9.842931,78.73005157,78.74344479,0.0,0,,
0,0.000984218,155.16,0.0,2,1,0.2,100.799016,50.499508,101.0,101.0,100.9990158,101.0,0.0,0,,
0,0.0015539999999999,13.6,0.0,3,1,0.05,54.580682,33.666149,101.0,101.0,100.998446,101.0,0.0,0,,
0,0.45179059,364.17,230.02,170,554,0.006532,18.230356,0.995851,0.019415,1.220148,679.1706318,679.6224223999999,0.0,0,,
0,0.001088977,1.97,1332.65,1,2,53.994443,538.204468,296.0994560000001,53.995,296.1,592.1989110000002,592.2,0.0,0,,
0,-203.3756139,8197.19,3055.47,40,18,0.0,200.0,11.861401,0.0,20.405141,1162.4172529999996,959.0416393,0.0,0,,
0,0.015,0.0,0.0,1,1,4.98,4.98,4.98,4.995,4.995,4.98,4.995,0.0,0,,
0,0.001830667,1.97,0.0,3,2,1.3716,1891.665334,666.9993900000002,439.322618,1000.5,2000.998169,2001.0,0.0,0,,
0,0.000984218,161.06,0.63,2,2,2.660313,98.338703,50.499508,11.072192,50.5,100.9990158,101.0,0.0,0,,
0,0.00975847,5.95,123984.24,2,5,2.800476,8.575714999999999,5.84204,2.802,5.843667,35.05224153,35.062,0.0,0,,
0,0.00135,93612.1,10060.62,1,3,0.078168,7.838697,3.958433,0.0003,0.098978,7.916865339,7.918215339,0.0,0,,
0,0.013551552,5.75,8482.58,1,7,0.429384,15.499387,5.465914,0.43,5.466667,98.38644845,98.4,0.0,0,,
0,0.01161011,5.66,16246.22,1,11,0.375314,2.29327,1.017056,0.375549,1.018111,11.18761414,11.19922425,0.0,0,,
0,0.47027113,72100.0,10243.09,8,4,0.0,600.0,80.696,0.1,131.189784,1049.048,1049.518271,0.0,0,,
0,0.000984218,163.02,0.94,2,2,0.001982,100.997034,50.499508,32.780812,50.5,100.9990158,101.0,0.0,0,,
0,0.000984218,162.38,0.63,2,2,0.005731,100.993285,50.499508,48.19835,50.5,100.9990158,101.0,0.0,0,,
0,-4.793751,132551.76,47103.98,3,3,0.0,4.9,2.171335,0.0,2.744752,13.02800825,8.23425725,0.0,0,,
0,0.000441,0.0,0.0,1,1,0.999559,0.999559,0.999559,1.0,1.0,0.999559,1.0,0.0,0,,
0,5.88569015,0.0,19247.54,0,4,0.0,0.0,0.0,0.0,0.452745,0.0,5.88569015,0.0,1,,
0,0.000984218,159.83,0.92,2,2,2.0,98.999016,50.499508,14.242353,50.5,100.9990158,101.0,0.0,0,,
0,629.1782661000002,22.05,21.34,650,189,0.001,8770.13158,3210.983135,0.000572,3647.937469,28580960.89,28581590.07,0.0,0,,
0,0.006507092,6736.68,1019.6,1,72,0.359475,0.975,0.56413,0.02,0.123734,9.026072908,9.03258,0.0,0,,
0,-17.682988,17363.42,3975.35,3,1,4.994559,8.9908,7.918247,4.995,6.995,31.672988,13.99,0.0,0,,
0,0.00062,0.0,0.0,1,1,12.123009,12.123009,12.123009,12.123629,12.123629,12.12300879,12.12362879,0.0,0,,
0,0.000984218,160.19,0.15,2,2,1.0,99.999016,50.499508,36.096668,50.5,100.9990158,101.0,0.0,0,,
0,0.000840005,3.54,3346.38,1,2,0.201564,0.99987,0.6007170000000001,0.201984,0.601137,1.20143483,1.202274835,0.0,0,,
0,558.6370505,0.0,4097.93,0,5,0.0,0.0,0.0,0.0,11.885895,0.0,558.6370505,0.0,1,,
0,0.001428506,152.67,0.0,2,1,5.0,95.998571,50.499286,101.0,101.0,100.9985715,101.0,0.0,0,,
0,0.000504,0.0,0.0,1,1,2.394006,2.394006,2.394006,2.39451,2.39451,2.39400649,2.39451049,0.0,0,,
0,0.0015539999999999,22.91,0.0,3,1,0.11005,50.841333,33.666149,101.0,101.0,100.998446,101.0,0.0,0,,
0,0.029244115,6.38,2935.83,68,70,0.042726,14.583054,2.077035,0.043146,2.018109,141.23839109999997,141.2676352,0.0,0,,
0,0.00084,0.0,0.0,1,1,0.7064,0.7064,0.7064,0.70724,0.70724,0.70640002,0.70724002,0.0,0,,
0,0.000984218,162.63,0.43,2,2,0.22,100.779016,50.499508,21.595231,50.5,100.9990158,101.0,0.0,0,,
0,-752576.9329,71.83,27.81,2525,333,0.001,35000.0,214.505344,0.0,81.983698,1137736.345,385159.4122,0.0,0,,
0,0.001414909,3.59,0.0,3,2,4.07,1969.741783,666.999528,521.161647,1000.5,2000.998585,2001.0,0.0,0,,
0,0.01228876,26.18,20470.41,1,2,1.36962,9.593926,6.23386,1.372664,6.236932,24.93543903,24.94772779,0.0,0,,
0,0.004129493,10.53,2020.11,9,2,1.445791,15.994905,8.946717,0.995,6.710382000000001,80.52045411,80.52458359999999,0.0,0,,
0,0.000984218,159.52,0.0,2,1,0.461097,100.537919,50.499508,101.0,101.0,100.9990158,101.0,0.0,0,,
0,0.03532431,2411.88,84822.03,6,3,0.0,0.8,0.112727,0.0138229999999999,0.31883,1.23999768,1.27532199,0.0,0,,
0,41.78640022,3827.27,1074.42,43,1,3.327554,278.522983,47.960507,0.200004,1.994397,3069.472425,3111.258825,0.0,0,,
0,0.0015539999999999,22.77,0.0,3,1,2.25,83.627637,33.666149,101.0,101.0,100.998446,101.0,0.0,0,,
0,0.01058002,484.97,13360.06,21,13,0.0,1.108783,0.203076,0.006783,0.263426,4.46766152,4.47824154,0.0,0,,
0,-0.918555982,16472.66,8727.64,25,9,0.0,6.0,0.911633,0.0,2.005246,41.02347174,40.10491576,0.0,0,,
0,107.2089593,0.0,1995.75,0,3,0.0,0.0,0.0,0.0,0.670056,0.0,107.2089593,0.0,1,,
0,0.001414909,1.88,0.0,3,2,0.024528,1488.680936,666.999528,100.470569,1000.5,2000.998585,2001.0,0.0,0,,
0,-3500.466893,367.75,5872.92,78,21,0.0,340.0,4.987012,0.25,40.263488,6278.647585,2778.180693,0.0,1,,
0,0.015,0.0,0.0,1,1,1.358735,1.358735,1.358735,1.373735,1.373735,1.358735,1.373735,0.0,0,,
0,5.391128874,5487.5,22466.36,7,5,0.001,4.0,0.920945,0.007318,0.6530130000000001,12.89323437,18.28436324,0.0,0,,
0,0.00504,2516.11,10216.0,11,9,0.015849,0.54,0.201136,0.001365,0.089581,2.41363522,2.41867522,0.0,0,,
0,509.0,0.0,44163.43,0,2,0.0,0.0,0.0,0.0,254.5,0.0,509.0,0.0,1,,
0,0.00062,0.0,0.0,1,1,0.29938,0.29938,0.29938,0.3,0.3,0.29938,0.3,0.0,0,,
0,0.000984218,163.85,0.0,2,1,1.389,99.610016,50.499508,101.0,101.0,100.9990158,101.0,0.0,0,,
0,0.000471636,0.0,0.0,1,1,1.465969,1.465969,1.465969,1.466441,1.466441,1.465969144,1.46644078,0.0,0,,
0,0.001414909,1.56,0.0,3,2,9.999703,1542.499603,666.999528,98.62372,1000.5,2000.998585,2001.0,0.0,0,,
0,0.000441,0.0,0.0,1,1,0.999559,0.999559,0.999559,1.0,1.0,0.999559,1.0,0.0,0,,
0,18.28040267,0.0,2762.25,0,5,0.0,0.0,0.0,0.0,0.240532,0.0,18.28040267,0.0,1,,
0,99.67635547,0.0,3801.67,0,4,0.0,0.0,0.0,0.0,1.186623,0.0,99.67635547,0.0,1,,
0,0.000984218,161.61,0.94,2,2,1.99916,98.999856,50.499508,22.149371,50.5,100.9990158,101.0,0.0,0,,
0,1226.331962,0.0,11594.2,0,5,0.0,0.0,0.0,0.0,68.129553,0.0,1226.331962,0.0,1,,
0,0.01722,7.4,1945.73,1,1,0.099601,0.168733,0.107767,0.100021,0.108187,4.41843538,4.43565538,0.0,0,,
0,0.00116968,136.47,482175.49,3,2,0.000688,29.399438,7.53027,0.122249,15.061125,30.12107962,30.1222493,0.0,0,,
0,17.96526264,0.0,6682.47,0,5,0.0,0.0,0.0,0.0,0.219089,0.0,17.96526264,0.0,1,,
0,18.85476593,0.0,12143.51,0,3,0.0,0.0,0.0,0.0,0.785615,0.0,18.85476593,0.0,1,,
0,0.00088263,8691.1,4980.4,2,2,0.392822,5.8646400000000005,3.128731,0.393264,2.086115,6.257462,6.25834463,0.0,0,,
0,47.60848499,0.0,2405.98,0,5,0.0,0.0,0.0,0.0,0.403462,0.0,47.60848499,0.0,1,,
0,15.89998028,0.0,1346.79,0,4,0.0,0.0,0.0,0.0,0.111189,0.0,15.89998028,0.0,1,,
0,0.004094496,18151.95,29228.1,4,5,0.0,35.0,5.20281,0.3,7.284753,36.41967252,36.42376702,0.0,0,,
0,0.0015539999999999,21.68,0.0,3,1,1.0001,97.792761,33.666149,101.0,101.0,100.998446,101.0,0.0,0,,
0,0.001414909,1.35,0.68,3,2,0.002535,1902.623515,666.999528,423.307237,1000.5,2000.998585,2001.0,0.0,0,,
0,0.001026218,161.55,0.82,2,2,11.0,89.998974,50.499487,47.956947,50.5,100.9989738,101.0,0.0,0,,
0,0.00224945,5.71,5707.63,1,3,1.397681,3.997868,2.697775,0.999559,1.799266,5.39554933,5.39779878,0.0,0,,
0,0.000471636,0.0,0.0,1,1,9.999528,9.999528,9.999528,10.0,10.0,9.999528364,10.0,0.0,0,,
0,0.000504,0.0,0.0,1,1,0.225055,0.225055,0.225055,0.225559,0.225559,0.22505522,0.22555922,0.0,0,,
0,0.001886545,4.81,0.0,4,2,0.001078,1574.1575779999996,500.249528,890.11919,1000.5,2000.998113,2001.0,0.0,0,,
0,0.001488218,103.49,0.0,3,1,0.008992,94.578007,33.66617100000001,101.0,101.0,100.9985118,101.0,0.0,0,,
0,0.000984218,160.58,0.0,2,1,12.795467,88.203549,50.499508,101.0,101.0,100.9990158,101.0,0.0,0,,
0,-6.29650084,3070.03,35556.84,25,8,0.0,6.53,0.69957,0.005,1.277459,35.67806737,29.38156653,0.0,0,,
0,0.000984218,160.38,0.6,2,2,0.41,100.589016,50.499508,44.759506,50.5,100.9990158,101.0,0.0,0,,
0,0.011706884,231.96,112125.71,1,6,0.09508,42.471026,6.102275,0.001,5.425545,48.81820087,48.82990775,0.0,0,,
0,0.001414909,6.29,0.0,3,2,0.116843,1475.452117,666.999528,718.318717,1000.5,2000.998585,2001.0,0.0,0,,
0,359.061997,0.0,824.57,0,7,0.0,0.0,0.0,0.0,1.30568,0.0,359.061997,0.0,1,,
0,-1.190776506,20437.43,47057.88,11,2,0.0,0.3025,0.120252,0.018,0.204333,1.803776506,0.613,0.0,0,,
0,0.00062,0.0,0.0,1,1,0.380555,0.380555,0.380555,0.381175,0.381175,0.380555036,0.381175036,0.0,0,,
0,0.003559205,6.44,76.03,1,1,0.4992140000000001,19.999304,6.899288,0.5,6.9,34.49644079,34.5,0.0,0,,
0,0.0021,15.95,0.0,4,1,0.001,47.33595,25.249475,101.0,101.0,100.9979,101.0,0.0,0,,
0,0.0022,0.0,0.0,1,1,1.114553,1.114553,1.114553,1.116753,1.116753,1.11455294,1.11675294,0.0,0,,
0,60.43698417,0.0,3396.11,0,5,0.0,0.0,0.0,0.0,0.839403,0.0,60.43698417,0.0,1,,
0,0.05376,0.93,1748.94,2,3,0.032644,0.223114,0.200835,0.033484,0.201675,12.85341676,12.90717676,0.0,0,,
0,99.94944496,0.0,2426.58,0,6,0.0,0.0,0.0,0.0,0.8542690000000001,0.0,99.94944496,0.0,1,,
